STUDY_ID,REVIEWERS,INCLUDE,PMID,Title,Authors,Citation,First.Author,Journal.Book,Publication.Year,Create.Date,PMCID,NIHMS.ID,DOI
1050,Jonny,NO,20844050,Evolution of functional and sequence variants of the mammalian XPR1 receptor for mouse xenotropic gammaretroviruses and the human-derived retrovirus XMRV,"Yan Y, Liu Q, Wollenberg K, Martin C, Buckler-White A, Kozak CA.",J Virol. 2010 Nov;84(22):11970-80. doi: 10.1128/JVI.01549-10. Epub 2010 Sep 15.,Yan Y,J Virol,2010,17/09/2010,PMC2977887,,10.1128/JVI.01549-10
1054,Jonny,NO,12237428,Molecular epidemiology of Rabbit haemorrhagic disease virus,"Moss SR, Turner SL, Trout RC, White PJ, Hudson PJ, Desai A, Armesto M, Forrester NL, Gould EA.",J Gen Virol. 2002 Oct;83(Pt 10):2461-2467. doi: 10.1099/0022-1317-83-10-2461.,Moss SR,J Gen Virol,2002,19/09/2002,,,10.1099/0022-1317-83-10-2461
1056,Jonny,NO,10073361,Feline viruses in wildcats from Scotland,"Daniels MJ, Golder MC, Jarrett O, MacDonald DW.",J Wildl Dis. 1999 Jan;35(1):121-4. doi: 10.7589/0090-3558-35.1.121.,Daniels MJ,J Wildl Dis,1999,12/03/1999,,,10.7589/0090-3558-35.1.121
1068,Jonny,maybe,23166275,Complete genome sequence of porcine reproductive and respiratory syndrome virus strain ZCYZ isolated from hybrid wild boars,"Wu J, Liu S, Du Y, Gao Y, Wang G, Wang J.",J Virol. 2012 Dec;86(24):13882. doi: 10.1128/JVI.02729-12.,Wu J,J Virol,2012,21/11/2012,PMC3503024,,10.1128/JVI.02729-12
1078,Jonny,maybe,19901276,A multiplex real-time reverse transcription polymerase chain reaction assay for detection and differentiation of Bluetongue virus and Epizootic hemorrhagic disease virus serogroups,"Wilson WC, Hindson BJ, O'Hearn ES, Hall S, Tellgren-Roth C, Torres C, Naraghi-Arani P, Mecham JO, Lenhoff RJ.",J Vet Diagn Invest. 2009 Nov;21(6):760-70. doi: 10.1177/104063870902100602.,Wilson WC,J Vet Diagn Invest,2009,11/11/2009,,,10.1177/104063870902100602
1080,Jonny,NO,16934915,Marker vaccine strategies and candidate CSFV marker vaccines,"Dong XN, Chen YH.",Vaccine. 2007 Jan 4;25(2):205-30. doi: 10.1016/j.vaccine.2006.07.033. Epub 2006 Aug 7.,Dong XN,Vaccine,2007,29/08/2006,,,10.1016/j.vaccine.2006.07.033
1085,Jonny,maybe,22287399,Tickborne encephalitis virus antibodies in wild cervids in Belgium,"Linden A, Wirtgen M, Nahayo A, Heyman P, Niedrig M, Schulze Y.",Vet Rec. 2012 Jan;170(4):108. doi: 10.1136/vr.e646.,Linden A,Vet Rec,2012,31/01/2012,,,10.1136/vr.e646
1087,Jonny,maybe,15671739,Black fly involvement in the epidemic transmission of vesicular stomatitis New Jersey virus (Rhabdoviridae: Vesiculovirus),"Mead DG, Howerth EW, Murphy MD, Gray EW, Noblet R, Stallknecht DE.",Vector Borne Zoonotic Dis. 2004 Winter;4(4):351-9. doi: 10.1089/vbz.2004.4.351.,Mead DG,Vector Borne Zoonotic Dis,2004,27/01/2005,,,10.1089/vbz.2004.4.351
1096,Jonny,YES,22879614,Complete genome sequence of a novel variant porcine reproductive and respiratory syndrome virus (PRRSV) strain: evidence for recombination between vaccine and wild-type PRRSV strains,"Wenhui L, Zhongyan W, Guanqun Z, Zhili L, JingYun M, Qingmei X, Baoli S, Yingzuo B.",J Virol. 2012 Sep;86(17):9543. doi: 10.1128/JVI.01341-12.,Wenhui L,J Virol,2012,11/08/2012,PMC3416112,,10.1128/JVI.01341-12
1103,Jonny,NO,16687706,Serologic evidence for hepatitis E virus infection in mongoose,"Li TC, Saito M, Ogura G, Ishibashi O, Miyamura T, Takeda N.",Am J Trop Med Hyg. 2006 May;74(5):932-6.,Li TC,Am J Trop Med Hyg,2006,12/05/2006,,,
1108,Jonny,maybe,15567035,Molecular analysis of the proviral DNA of equine infectious anemia virus in mules in Greece,"Spyrou V, Papanastassopoulou M, Koumbati M, Nikolakaki SV, Koptopoulos G.",Virus Res. 2005 Jan;107(1):63-72. doi: 10.1016/j.virusres.2004.06.016.,Spyrou V,Virus Res,2005,30/11/2004,,,10.1016/j.virusres.2004.06.016
1111,Jonny,maybe,30847345,Atypical Porcine Pestivirus (APPV) as a New Species of Pestivirus in Pig Production,"Gatto IRH, Sonálio K, de Oliveira LG.",Front Vet Sci. 2019 Feb 21;6:35. doi: 10.3389/fvets.2019.00035. eCollection 2019.,Gatto IRH,Front Vet Sci,2019,09/03/2019,PMC6393339,,10.3389/fvets.2019.00035
1115,Jonny,NO,24195355,[Progress in new-type vaccines against classical swine fever],"Wang C, Sun Y, Qiu H.",Sheng Wu Gong Cheng Xue Bao. 2013 Jul;29(7):880-90.,Wang C,Sheng Wu Gong Cheng Xue Bao,2013,08/11/2013,,,
1122,Jonny,NO,17123422,Protection of gruntlings against classical swine fever virus-infection after oral vaccination of sows with C-strain vaccine,"Kaden V, Lange E, Müller T, Teuffert J, Teifke JP, Riebe R.",J Vet Med B Infect Dis Vet Public Health. 2006 Dec;53(10):455-60. doi: 10.1111/j.1439-0450.2006.00993.x.,Kaden V,J Vet Med B Infect Dis Vet Public Health,2006,25/11/2006,,,10.1111/j.1439-0450.2006.00993.x
1124,Jonny,NO,19046506,"Enzootic rabies elimination from dogs and reemergence in wild terrestrial carnivores, United States","Velasco-Villa A, Reeder SA, Orciari LA, Yager PA, Franka R, Blanton JD, Zuckero L, Hunt P, Oertli EH, Robinson LE, Rupprecht CE.",Emerg Infect Dis. 2008 Dec;14(12):1849-54. doi: 10.3201/eid1412.080876.,Velasco-Villa A,Emerg Infect Dis,2008,03/12/2008,PMC2634643,,10.3201/eid1412.080876
1137,Jonny,YES,23313538,Serological and molecular evidence for natural infection of Bactrian camels with multiple subgenotypes of bovine viral diarrhea virus in Western China,"Gao S, Luo J, Du J, Lang Y, Cong G, Shao J, Lin T, Zhao F, Belák S, Liu L, Chang H, Yin H.",Vet Microbiol. 2013 Apr 12;163(1-2):172-6. doi: 10.1016/j.vetmic.2012.12.015. Epub 2012 Dec 22.,Gao S,Vet Microbiol,2013,15/01/2013,,,10.1016/j.vetmic.2012.12.015
1140,Jonny,NO,25241330,Larval development sites of the main Culicoides species (Diptera: Ceratopogonidae) in northern Europe and distribution of coprophilic species larvae in Belgian pastures,"Zimmer JY, Brostaux Y, Haubruge E, Francis F.",Vet Parasitol. 2014 Oct 15;205(3-4):676-86. doi: 10.1016/j.vetpar.2014.08.029. Epub 2014 Sep 8.,Zimmer JY,Vet Parasitol,2014,22/09/2014,,,10.1016/j.vetpar.2014.08.029
1149,Jonny,maybe,20378136,Immune responses and expression of the virus-like particle antigen of the porcine encephalomyocarditis virus,"Jeoung HY, Lee WH, Jeong W, Ko YJ, Choi CU, An DJ.",Res Vet Sci. 2010 Oct;89(2):295-300. doi: 10.1016/j.rvsc.2010.03.012. Epub 2010 Apr 7.,Jeoung HY,Res Vet Sci,2010,10/04/2010,,,10.1016/j.rvsc.2010.03.012
1151,Jonny,maybe,28721511,"Molecular and phylogenetic characterization of bovine coronavirus virus isolated from dairy cattle in Central Region, Thailand","Singasa K, Songserm T, Lertwatcharasarakul P, Arunvipas P.",Trop Anim Health Prod. 2017 Oct;49(7):1523-1529. doi: 10.1007/s11250-017-1358-9. Epub 2017 Jul 18.,Singasa K,Trop Anim Health Prod,2017,20/07/2017,PMC7089240,,10.1007/s11250-017-1358-9
1157,Jonny,NO,26581977,Synonymous Deoptimization of Foot-and-Mouth Disease Virus Causes Attenuation In Vivo while Inducing a Strong Neutralizing Antibody Response,"Diaz-San Segundo F, Medina GN, Ramirez-Medina E, Velazquez-Salinas L, Koster M, Grubman MJ, de los Santos T.",J Virol. 2015 Nov 18;90(3):1298-310. doi: 10.1128/JVI.02167-15. Print 2016 Feb 1.,Diaz-San Segundo F,J Virol,2015,20/11/2015,PMC4719607,,10.1128/JVI.02167-15
1163,Jonny,YES,26752436,Hepatitis E Virus Seroprevalence in Free-Ranging Deer in Canada,"Weger S, Elkin B, Lindsay R, Bollinger T, Crichton V, Andonov A.",Transbound Emerg Dis. 2017 Jun;64(3):1008-1011. doi: 10.1111/tbed.12462. Epub 2016 Jan 11.,Weger S,Transbound Emerg Dis,2017,12/01/2016,,,10.1111/tbed.12462
1186,Jonny,maybe,23209789,Specific residues in the 2009 H1N1 swine-origin influenza matrix protein influence virion morphology and efficiency of viral spread in vitro,"Bialas KM, Desmet EA, Takimoto T.",PLoS One. 2012;7(11):e50595. doi: 10.1371/journal.pone.0050595. Epub 2012 Nov 27.,Bialas KM,PLoS One,2012,05/12/2012,PMC3507794,,10.1371/journal.pone.0050595
1187,Jonny,NO,27807240,Porcine Epidemic Diarrhea Virus 3C-Like Protease-Mediated Nucleocapsid Processing: Possible Link to Viral Cell Culture Adaptability,"Jaru-Ampornpan P, Jengarn J, Wanitchang A, Jongkaewwattana A.",J Virol. 2017 Jan 3;91(2):e01660-16. doi: 10.1128/JVI.01660-16. Print 2017 Jan 15.,Jaru-Ampornpan P,J Virol,2017,04/11/2016,PMC5215342,,10.1128/JVI.01660-16
1193,Jonny,maybe,17928901,Crypt abscesses in the caeca of feral rabbits in a rabbit haemorrhagic disease endemic region of New Zealand,"Henning J, Alley MR.",N Z Vet J. 2007 Oct;55(5):239-43. doi: 10.1080/00480169.2007.36775.,Henning J,N Z Vet J,2007,12/10/2007,,,10.1080/00480169.2007.36775
1194,Jonny,maybe,12034487,Emergence and re-emergence of vesicular stomatitis in the United States,Rodríguez LL.,Virus Res. 2002 May 10;85(2):211-9. doi: 10.1016/s0168-1702(02)00026-6.,Rodríguez LL,Virus Res,2002,30/05/2002,,,10.1016/s0168-1702(02)00026-6
1195,Jonny,NO,16267967,Ebola and great apes in Central Africa: current status and future needs,"Karesh W, Reed P.",Bull Soc Pathol Exot. 2005 Sep;98(3):237-8.,Karesh W,Bull Soc Pathol Exot,2005,05/11/2005,,,
1199,Jonny,NO,24885414,Evaluation of a 3A-truncated foot-and-mouth disease virus in pigs for its potential as a marker vaccine,"Li P, Lu Z, Bai X, Li D, Sun P, Bao H, Fu Y, Cao Y, Chen Y, Xie B, Yin H, Liu Z.",Vet Res. 2014 May 1;45(1):51. doi: 10.1186/1297-9716-45-51.,Li P,Vet Res,2014,03/06/2014,PMC4031899,,10.1186/1297-9716-45-51
1213,Jonny,maybe,8392629,Isolation and characterization of new wild-type isolates of bovine lentivirus,"Suarez DL, VanDerMaaten MJ, Wood C, Whetstone CA.",J Virol. 1993 Aug;67(8):5051-5.,Suarez DL,J Virol,1993,01/08/1993,PMC237896,,
1222,Jonny,NO,14586458,Virology: SARS virus infection of cats and ferrets,"Martina BE, Haagmans BL, Kuiken T, Fouchier RA, Rimmelzwaan GF, Van Amerongen G, Peiris JS, Lim W, Osterhaus AD.",Nature. 2003 Oct 30;425(6961):915. doi: 10.1038/425915a.,Martina BE,Nature,2003,31/10/2003,PMC7094990,,10.1038/425915a
1226,Jonny,NO,12767995,Specific inhibition of bovine viral diarrhea virus replicase,"Sun JH, Lemm JA, O'Boyle DR 2nd, Racela J, Colonno R, Gao M.",J Virol. 2003 Jun;77(12):6753-60. doi: 10.1128/jvi.77.12.6753-6760.2003.,Sun JH,J Virol,2003,28/05/2003,PMC156199,,10.1128/jvi.77.12.6753-6760.2003
1230,Jonny,NO,25810557,Influenza A Virus Panhandle Structure Is Directly Involved in RIG-I Activation and Interferon Induction,"Liu G, Park HS, Pyo HM, Liu Q, Zhou Y.",J Virol. 2015 Jun;89(11):6067-79. doi: 10.1128/JVI.00232-15. Epub 2015 Mar 25.,Liu G,J Virol,2015,27/03/2015,PMC4442436,,10.1128/JVI.00232-15
1231,Jonny,YES,9131564,Serologic survey for infectious pathogens in free-ranging American bison,"Taylor SK, Lane VM, Hunter DL, Eyre KG, Kaufman S, Frye S, Johnson MR.",J Wildl Dis. 1997 Apr;33(2):308-11. doi: 10.7589/0090-3558-33.2.308.,Taylor SK,J Wildl Dis,1997,01/04/1997,,,10.7589/0090-3558-33.2.308
1236,Jonny,NO,19406164,Development of a primer-probe energy transfer real-time PCR assay for improved detection of classical swine fever virus,"Liu L, Xia H, Belák S, Widén F.",J Virol Methods. 2009 Sep;160(1-2):69-73. doi: 10.1016/j.jviromet.2009.04.019. Epub 2009 May 3.,Liu L,J Virol Methods,2009,02/05/2009,,,10.1016/j.jviromet.2009.04.019
1243,Jonny,YES,17484502,Serum antibodies directed against classical swine fever virus and other pestiviruses in wild boar (Sus scrofa) in the Republic of Croatia,"Roic B, Depner KR, Jemersic L, Lipej Z, Cajavec S, Toncic J, Lojkic M, Mihauevic Z.",Dtsch Tierarztl Wochenschr. 2007 Apr;114(4):145-8.,Roic B,Dtsch Tierarztl Wochenschr,2007,09/05/2007,,,
1248,Jonny,maybe,8545965,Elimination of fox rabies from Belgium using a recombinant vaccinia-rabies vaccine: an update,"Brochier B, Costy F, Pastoret PP.",Vet Microbiol. 1995 Sep;46(1-3):269-79. doi: 10.1016/0378-1135(95)00091-n.,Brochier B,Vet Microbiol,1995,01/09/1995,,,10.1016/0378-1135(95)00091-n
1253,Jonny,NO,25390891,Inhibitors of the interferon response enhance virus replication in vitro,"Stewart CE, Randall RE, Adamson CS.",PLoS One. 2014 Nov 12;9(11):e112014. doi: 10.1371/journal.pone.0112014. eCollection 2014.,Stewart CE,PLoS One,2014,13/11/2014,PMC4229124,,10.1371/journal.pone.0112014
1255,Jonny,NO,21801657,No evidence of dengue virus circulation in rural Gabon,"Pourrut X, Nkoghé D, Gonzalez JP, Leroy E.",Emerg Infect Dis. 2011 Aug;17(8):1568-9. doi: 10.3201/eid1708.110153.,Pourrut X,Emerg Infect Dis,2011,02/08/2011,PMC3381586,,10.3201/eid1708.110153
1256,Jonny,maybe,29214558,Hepatitis E Seroprevalence and Genotyping in a Cohort of Wild Boars in Southern Germany and Eastern Alsace,"Weigand K, Weigand K, Schemmerer M, Müller M, Wenzel JJ.",Food Environ Virol. 2018 Jun;10(2):167-175. doi: 10.1007/s12560-017-9329-x. Epub 2017 Dec 6.,Weigand K,Food Environ Virol,2018,08/12/2017,,,10.1007/s12560-017-9329-x
1260,Jonny,NO,213237,Diseases transmitted from pets to man: an evolving concern for veterinarians,"Kahrs RF, Holmes DN, Poppensiek GC.",Cornell Vet. 1978 Oct;68(4):442-59.,Kahrs RF,Cornell Vet,1978,01/10/1978,,,
1262,Jonny,maybe,22674991,Drosophila melanogaster as a model organism for bluetongue virus replication and tropism,"Shaw AE, Veronesi E, Maurin G, Ftaich N, Guiguen F, Rixon F, Ratinier M, Mertens P, Carpenter S, Palmarini M, Terzian C, Arnaud F.",J Virol. 2012 Sep;86(17):9015-24. doi: 10.1128/JVI.00131-12. Epub 2012 Jun 6.,Shaw AE,J Virol,2012,08/06/2012,PMC3416142,,10.1128/JVI.00131-12
1264,Jonny,maybe,29331670,"Circulation of Alphacoronavirus, Betacoronavirus and Paramyxovirus in Hipposideros bat species in Zimbabwe","Bourgarel M, Pfukenyi DM, Boué V, Talignani L, Chiweshe N, Diop F, Caron A, Matope G, Missé D, Liégeois F.",Infect Genet Evol. 2018 Mar;58:253-257. doi: 10.1016/j.meegid.2018.01.007. Epub 2018 Jan 10.,Bourgarel M,Infect Genet Evol,2018,15/01/2018,PMC7106086,,10.1016/j.meegid.2018.01.007
1265,Jonny,YES,22966182,"Complete genome sequence of a Peste des petits ruminants virus recovered from wild bharal in Tibet, China","Bao J, Wang Q, Parida S, Liu C, Zhang L, Zhao W, Wang Z.",J Virol. 2012 Oct;86(19):10885-6. doi: 10.1128/JVI.01503-12.,Bao J,J Virol,2012,12/09/2012,PMC3457324,,10.1128/JVI.01503-12
1269,Jonny,YES,15671740,"Serologic evidence of West Nile virus and St. Louis encephalitis virus infections in white-tailed deer (Odocoileus virginianus) from New Jersey, 2001","Farajollahi A, Gates R, Crans W, Komar N.",Vector Borne Zoonotic Dis. 2004 Winter;4(4):379-83. doi: 10.1089/vbz.2004.4.379.,Farajollahi A,Vector Borne Zoonotic Dis,2004,27/01/2005,,,10.1089/vbz.2004.4.379
1290,Jonny,YES,17881875,"Survey of the antibody against japanese encephalitis virus in Ryukyu wild boars (Sus scrofa riukiuanus) in Okinawa, Japan","Nidaira M, Taira K, Itokazu K, Kudaka J, Nakamura M, Ohno A, Takasaki T.",Jpn J Infect Dis. 2007 Sep;60(5):309-11.,Nidaira M,Jpn J Infect Dis,2007,21/09/2007,,,
1300,Jonny,YES,29855763,Bovine viral diarrhea virus subgenotype 1b in water buffalos (Bubalus bubalis) from Brazil,"Paixão SF, Fritzen JTT, Crespo SEI, de Moraes Pereira H, Alfieri AF, Alfieri AA.",Trop Anim Health Prod. 2018 Dec;50(8):1947-1950. doi: 10.1007/s11250-018-1625-4. Epub 2018 May 31.,Paixão SF,Trop Anim Health Prod,2018,02/06/2018,,,10.1007/s11250-018-1625-4
1304,Jonny,YES,18182513,Prevalence and characterization of bovine viral diarrhea virus in the white-tailed deer population in Indiana,"Pogranichniy RM, Raizman E, Thacker HL, Stevenson GW.",J Vet Diagn Invest. 2008 Jan;20(1):71-4. doi: 10.1177/104063870802000114.,Pogranichniy RM,J Vet Diagn Invest,2008,10/01/2008,,,10.1177/104063870802000114
1307,Jonny,NO,11792064,Recombinant hemagglutinin protein of rinderpest virus expressed in insect cells induces cytotoxic T-cell responses in cattle,"Sinnathamby G, Renukaradhya GJ, Rajasekhar M, Nayak R, Shaila MS.",Viral Immunol. 2001;14(4):349-58. doi: 10.1089/08828240152716592.,Sinnathamby G,Viral Immunol,2001,17/01/2002,,,10.1089/08828240152716592
1308,Jonny,NO,15218175,Comparison of the effects of RNase-negative and wild-type classical swine fever virus on peripheral blood cells of infected pigs,"von Freyburg M, Ege A, Saalmüller A, Meyers G.",J Gen Virol. 2004 Jul;85(Pt 7):1899-1908. doi: 10.1099/vir.0.79988-0.,von Freyburg M,J Gen Virol,2004,26/06/2004,,,10.1099/vir.0.79988-0
1311,Jonny,maybe,8487369,Differentiation of two rabies strains in Estonia with reference to recent Finnish isolates,"Kulonen K, Boldina I.",J Wildl Dis. 1993 Apr;29(2):209-13. doi: 10.7589/0090-3558-29.2.209.,Kulonen K,J Wildl Dis,1993,01/04/1993,,,10.7589/0090-3558-29.2.209
1317,Jonny,NO,20962098,PB2 residue 158 is a pathogenic determinant of pandemic H1N1 and H5 influenza a viruses in mice,"Zhou B, Li Y, Halpin R, Hine E, Spiro DJ, Wentworth DE.",J Virol. 2011 Jan;85(1):357-65. doi: 10.1128/JVI.01694-10. Epub 2010 Oct 20.,Zhou B,J Virol,2011,22/10/2010,PMC3014153,,10.1128/JVI.01694-10
1319,Jonny,NO,23572554,Identification of rodent homologs of hepatitis C virus and pegiviruses,"Kapoor A, Simmonds P, Scheel TK, Hjelle B, Cullen JM, Burbelo PD, Chauhan LV, Duraisamy R, Sanchez Leon M, Jain K, Vandegrift KJ, Calisher CH, Rice CM, Lipkin WI.",mBio. 2013 Apr 9;4(2):e00216-13. doi: 10.1128/mBio.00216-13.,Kapoor A,mBio,2013,11/04/2013,PMC3622934,,10.1128/mBio.00216-13
1321,Jonny,NO,26589403,Patterns of Exposure of Iberian Wolves (Canis lupus) to Canine Viruses in Human-Dominated Landscapes,"Millán J, López-Bao JV, García EJ, Oleaga Á, Llaneza L, Palacios V, de la Torre A, Rodríguez A, Dubovi EJ, Esperón F.",Ecohealth. 2016 Mar;13(1):123-34. doi: 10.1007/s10393-015-1074-8. Epub 2015 Nov 20.,Millán J,Ecohealth,2016,22/11/2015,,,10.1007/s10393-015-1074-8
1329,Jonny,maybe,26313904,Shedding of Infectious Borna Disease Virus-1 in Living Bicolored White-Toothed Shrews,"Nobach D, Bourg M, Herzog S, Lange-Herbst H, Encarnação JA, Eickmann M, Herden C.",PLoS One. 2015 Aug 27;10(8):e0137018. doi: 10.1371/journal.pone.0137018. eCollection 2015.,Nobach D,PLoS One,2015,28/08/2015,PMC4552160,,10.1371/journal.pone.0137018
1334,Jonny,NO,16943300,Vaccination of pigs against swine influenza viruses by using an NS1-truncated modified live-virus vaccine,"Richt JA, Lekcharoensuk P, Lager KM, Vincent AL, Loiacono CM, Janke BH, Wu WH, Yoon KJ, Webby RJ, Solórzano A, García-Sastre A.",J Virol. 2006 Nov;80(22):11009-18. doi: 10.1128/JVI.00787-06. Epub 2006 Aug 30.,Richt JA,J Virol,2006,01/09/2006,PMC1642165,,10.1128/JVI.00787-06
1339,Jonny,YES,19139516,Detection of Bovine viral diarrhea virus from three water buffalo fetuses (Bubalus bubalis) in southern Italy,"Martucciello A, De Mia GM, Giammarioli M, De Donato I, Iovane G, Galiero G.",J Vet Diagn Invest. 2009 Jan;21(1):137-40. doi: 10.1177/104063870902100123.,Martucciello A,J Vet Diagn Invest,2009,14/01/2009,,,10.1177/104063870902100123
1351,Jonny,maybe,28805043,Fatal peste des petits ruminants disease in Chowsingha,"Jaisree S, Aravindhbabu RP, Roy P, Jayathangaraj MG.",Transbound Emerg Dis. 2018 Feb;65(1):e198-e201. doi: 10.1111/tbed.12694. Epub 2017 Aug 14.,Jaisree S,Transbound Emerg Dis,2018,15/08/2017,,,10.1111/tbed.12694
1353,Jonny,NO,21840141,Epizootic canine distemper virus infection among wild mammals,"Kameo Y, Nagao Y, Nishio Y, Shimoda H, Nakano H, Suzuki K, Une Y, Sato H, Shimojima M, Maeda K.",Vet Microbiol. 2012 Jan 27;154(3-4):222-9. doi: 10.1016/j.vetmic.2011.07.006. Epub 2011 Jul 20.,Kameo Y,Vet Microbiol,2012,16/08/2011,,,10.1016/j.vetmic.2011.07.006
1355,Jonny,NO,24429367,"The M segment of the 2009 pandemic influenza virus confers increased neuraminidase activity, filamentous morphology, and efficient contact transmissibility to A/Puerto Rico/8/1934-based reassortant viruses","Campbell PJ, Danzy S, Kyriakis CS, Deymier MJ, Lowen AC, Steel J.",J Virol. 2014 Apr;88(7):3802-14. doi: 10.1128/JVI.03607-13. Epub 2014 Jan 15.,Campbell PJ,J Virol,2014,17/01/2014,PMC3993553,,10.1128/JVI.03607-13
1358,Jonny,YES,1142554,Presence of rabies neutralizing antibodies in wild carnivores following an outbreak of bovine rabies,"Lord RD, Delpietro H, Fuenzalida E, De Diaz AM, Lazaro L.",J Wildl Dis. 1975 Apr;11(2):210-3. doi: 10.7589/0090-3558-11.2.210.,Lord RD,J Wildl Dis,1975,01/04/1975,,,10.7589/0090-3558-11.2.210
1360,Jonny,NO,27590978,Differentiation of RotaTeq(®) vaccine strains from wild-type strains using NSP3 gene in reverse transcription polymerase chain reaction assay,"Jeong S, Than VT, Lim I, Kim W.",J Virol Methods. 2016 Nov;237:72-78. doi: 10.1016/j.jviromet.2016.08.022. Epub 2016 Aug 30.,Jeong S,J Virol Methods,2016,04/09/2016,,,10.1016/j.jviromet.2016.08.022
1361,Jonny,NO,16439546,The leader proteinase of foot-and-mouth disease virus inhibits the induction of beta interferon mRNA and blocks the host innate immune response,"de Los Santos T, de Avila Botton S, Weiblen R, Grubman MJ.",J Virol. 2006 Feb;80(4):1906-14. doi: 10.1128/JVI.80.4.1906-1914.2006.,de Los Santos T,J Virol,2006,28/01/2006,PMC1367153,,10.1128/JVI.80.4.1906-1914.2006
1368,Jonny,NO,11427260,Recombinant hemagglutinin protein of rinderpest virus expressed in insect cells induces humoral and cell mediated immune responses in cattle,"Sinnathamby G, Naik S, Renukaradhya GJ, Rajasekhar M, Nayak R, Shaila MS.",Vaccine. 2001 Jul 16;19(28-29):3870-6. doi: 10.1016/s0264-410x(01)00127-x.,Sinnathamby G,Vaccine,2001,28/06/2001,,,10.1016/s0264-410x(01)00127-x
1371,Jonny,NO,21998412,Restricted enzooticity of hepatitis E virus genotypes 1 to 4 in the United States,"Dong C, Meng J, Dai X, Liang JH, Feagins AR, Meng XJ, Belfiore NM, Bradford C, Corn JL, Cray C, Glass GE, Gordon ML, Hesse RA, Montgomery DL, Nicholson WL, Pilny AA, Ramamoorthy S, Shaver DD, Drobeniuc J, Purdy MA, Fields HA, Kamili S, Teo CG.",J Clin Microbiol. 2011 Dec;49(12):4164-72. doi: 10.1128/JCM.05481-11. Epub 2011 Oct 12.,Dong C,J Clin Microbiol,2011,15/10/2011,PMC3232956,,10.1128/JCM.05481-11
1379,Jonny,NO,10823862,Characterization of influenza virus NS1 protein by using a novel helper-virus-free reverse genetic system,"Enami M, Enami K.",J Virol. 2000 Jun;74(12):5556-61. doi: 10.1128/jvi.74.12.5556-5561.2000.,Enami M,J Virol,2000,24/05/2000,PMC112042,,10.1128/jvi.74.12.5556-5561.2000
1383,Jonny,YES,31019149,"Epidemiological study on Japanese encephalitis virus distribution in Ishikawa prefecture, Japan, by serological investigation using wild boar sera","Komiya T, Toriniwa H, Matsumura T, Takegami T, Nakayama T.",J Vet Med Sci. 2019 Jun 21;81(6):903-905. doi: 10.1292/jvms.18-0613. Epub 2019 Apr 23.,Komiya T,J Vet Med Sci,2019,26/04/2019,PMC6612490,,10.1292/jvms.18-0613
1390,Jonny,maybe,29173594,Serological evidence of hepatitis E virus infection in zoo animals and identification of a rodent-borne strain in a Syrian brown bear,"Spahr C, Ryll R, Knauf-Witzens T, Vahlenkamp TW, Ulrich RG, Johne R.",Vet Microbiol. 2017 Dec;212:87-92. doi: 10.1016/j.vetmic.2017.11.005. Epub 2017 Nov 9.,Spahr C,Vet Microbiol,2017,28/11/2017,,,10.1016/j.vetmic.2017.11.005
1392,Jonny,maybe,21715498,Analysis of intrahost variation in Venezuelan equine encephalitis virus reveals repeated deletions in the 6-kilodalton protein gene,"Forrester NL, Guerbois M, Adams AP, Liang X, Weaver SC.",J Virol. 2011 Sep;85(17):8709-17. doi: 10.1128/JVI.00165-11. Epub 2011 Jun 29.,Forrester NL,J Virol,2011,01/07/2011,PMC3165814,,10.1128/JVI.00165-11
1393,Jonny,maybe,26156024,Serological profile of foot-and-mouth disease in wildlife populations of West and Central Africa with special reference to Syncerus caffer subspecies,"Di Nardo A, Libeau G, Chardonnet B, Chardonnet P, Kock RA, Parekh K, Hamblin P, Li Y, Parida S, Sumption KJ.",Vet Res. 2015 Jul 8;46(1):77. doi: 10.1186/s13567-015-0213-0.,Di Nardo A,Vet Res,2015,10/07/2015,PMC4495843,,10.1186/s13567-015-0213-0
1396,Jonny,maybe,21320558,"Discovery of hepatitis E: the epidemic non-A, non-B hepatitis 30 years down the memory lane",Khuroo MS.,Virus Res. 2011 Oct;161(1):3-14. doi: 10.1016/j.virusres.2011.02.007. Epub 2011 Feb 12.,Khuroo MS,Virus Res,2011,16/02/2011,,,10.1016/j.virusres.2011.02.007
1404,Jonny,maybe,19185599,Molecular characterization of Rabies Virus isolates from dogs and crab-eating foxes in Northeastern Brazil,"Carnieli P Jr, Castilho JG, Fahl Wde O, Véras NM, Carrieri ML, Kotait I.",Virus Res. 2009 Apr;141(1):81-9. doi: 10.1016/j.virusres.2008.12.015. Epub 2009 Jan 29.,Carnieli P Jr,Virus Res,2009,03/02/2009,,,10.1016/j.virusres.2008.12.015
1405,Jonny,NO,20153374,Characterization of lentiviral pseudotypes with influenza H5N1 hemagglutinin and their performance in neutralization assays,"Wang W, Xie H, Ye Z, Vassell R, Weiss CD.",J Virol Methods. 2010 May;165(2):305-10. doi: 10.1016/j.jviromet.2010.02.009. Epub 2010 Feb 11.,Wang W,J Virol Methods,2010,16/02/2010,,,10.1016/j.jviromet.2010.02.009
