Virus,,,,,,,,,,,,Ecology,,,,,,,,,,Basic Info,,,,,,Pathogenesis,,,,,,,,,,,,,,,Extrinsic Factors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Case report,,,,,,,,,,,,,,
Virus_Name,Order,Family,Genus,Zoonotic,sOrigin,Spillover Direction,Host Species,Spillover Species,WildDom,WildCaptive,FreeRanging,Transmission_Mode,Transmission_Route,Transmission_Route_Details,Shedding_Route,Vertical,Vector,Host,Host_Range,Number_of_order_affected,Number_of_family_affected,DNAorRNA,Stranded,Virus diameter (nm),Envelope,Segmented,GenomeAveLenght (bp),Primary_Replication_Site,Attachment_Site,Spread_Mechanism,Entry_Mechanism,Cell_Receptor,Receptor_Distribution,Shedding_Period,Shedding_Length,Mortality_Rate,Viraemia,Cell_Tropism ,Systems/organs affected,Incubation Period,Reference,Reference,unclear,change in host distribution,change in host abundance,reservoir epidemic,change in vector distribution,change in vector abundance,change in vector control,introduced/invasive species,human-animal contact,livestock- and domestic-wildlife interface,encroachment,hunting,provisioning,local livestock production,industrial livestock production,agricultural activity,aquaculture,wetland cultivation,deforestation,reforestation,logging,mining,irrigation,dam building,human demographic change,human population density,urbanization,climate change,food contamination,water contamination,soil contamination,Vehicle contamination,sewage management,road building,international movement of animal,intranational movement of animals,socioeconomic change,cultural/religious beliefs or practices,public health infrastructure,vaccination breakdown,ineffective vaccine,Incomplete vaccination coverage ,immunosuppression,co-infection,war/conflict,famine,malnourishment,natural disasters,weather conditions,Reference_DOI,First.Author,Publication.Year,Notes,Reservoir,Occurence Date,Location,Scenario,Clin Disease ,Histopath,Fatalities,Seroprevalence,N of cases/positive samples,%Seropositive,Serotype/Strains,Transmission,Other,Type of study,Case_Reference
Peste des Petits Ruminants virus,Mononegavirales,Paramyxoviridae,Morbillivirus,0,lineage 4 strains from China,"D-W, W-D",Domestic small ruminants,Wild goats and sheep,Wild,0,0,"Direct contact, indirect contact","Direct contact, Airbone",Droplets,"Blood, nasal secretions, ocular secretions, saliva, milk, urine and feces",,N,"Ovies aries
Capra hircus",Narrow,1,1,RNA,SS,400-500,enveloped,FALSE,15948,Lymph nodes,Macrophages,Lymphocytes B and T,Membrane fusion,"SLAM (CD150)
nectin-4","SLAM_activated T and B lymphocytes, dendritic cells and macrophages
nectin-4_epithelial cells",Days or weeks,Transient,,y,"Epithelial, lymphoid cells","Lymphoid, GI, Respiratory",3-6d,,,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1186/s12917-019-1920-y,Shahriari R,2019,"Legal and illegal movement of
domestic small ruminants into wildlife territories over short
and long distances, within and across borders, increases the
possibility of transmission of various pathogens, including
PPRV, to wild small ruminants, which may threaten vulnerable species",,2014-2016,Iran,PPRV was the cause of mass die-offs of wild goats and sheep during 2014–2016 in several national parks in Iran,,,,,,,,,,,
Peste des Petits Ruminants virus,Mononegavirales,Paramyxoviridae,Morbillivirus,0,"Lineage 2, Tanzania",D-W,"Domestic sheep, goats","Buffalo, Grant’s gazelle, impala, wildbeest",Wild,0,0,"Direct contact, indirect contact","Direct contact, Airbone",Droplets,"Blood, nasal secretions, ocular secretions, saliva, milk, urine and feces",,N,"Ovies aries
Capra hircus",Narrow,1,1,RNA,SS,400-500,enveloped,FALSE,15948,Lymph nodes,Macrophages,Lymphocytes B and T,Membrane fusion,"SLAM (CD150)
nectin-4","SLAM_activated T and B lymphocytes, dendritic cells and macrophages
nectin-4_epithelial cells",Days or weeks,Transient,,y,"Epithelial, lymphoid cells","Lymphoid, GI, Respiratory",3-6d,,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10.3201/eid2112.150223,Mahapatra M,2015,,,2014,"Ngorongoro, Tanzania",Serengeti ecosystem,,,,,,,,,,,
Peste des Petits Ruminants virus,Mononegavirales,Paramyxoviridae,Morbillivirus,0,,D-W,Domestic small ruminants,Bharals,Wild,0,0,"Direct contact, indirect contact","Direct contact, Airbone",Droplets,"Blood, nasal secretions, ocular secretions, saliva, milk, urine and feces",,N,"Ovies aries
Capra hircus",Narrow,1,1,RNA,SS,400-500,enveloped,FALSE,15948,Lymph nodes,Macrophages,Lymphocytes B and T,Membrane fusion,"SLAM (CD150)
nectin-4","SLAM_activated T and B lymphocytes, dendritic cells and macrophages
nectin-4_epithelial cells",Days or weeks,Transient,,y,"Epithelial, lymphoid cells","Lymphoid, GI, Respiratory",3-6d,,,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10.1111/tbed.13271,Gao X,2019,Not sure if this one should be included,,"Oct, 2007","Tibet, China",,,,,,,,,,,,
Peste des Petits Ruminants virus,Mononegavirales,Paramyxoviridae,Morbillivirus,0,,D-W,Domestic small ruminants,Bharals,Wild,0,0,"Direct contact, indirect contact","Direct contact, Airbone",Droplets,"Blood, nasal secretions, ocular secretions, saliva, milk, urine and feces",,N,"Ovies aries
Capra hircus",Narrow,1,1,RNA,SS,400-500,enveloped,FALSE,15948,Lymph nodes,Macrophages,Lymphocytes B and T,Membrane fusion,"SLAM (CD150)
nectin-4","SLAM_activated T and B lymphocytes, dendritic cells and macrophages
nectin-4_epithelial cells",Days or weeks,Transient,,y,"Epithelial, lymphoid cells","Lymphoid, GI, Respiratory",3-6d,,,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10.1111/tbed.13271,Gao X,2019,Not sure if this one should be included,,2018,"Qinghai, China",,,,,,,,,,,,
Peste des Petits Ruminants virus,Mononegavirales,Paramyxoviridae,Morbillivirus,0,China,D-W,Domestic small ruminants,Ibex,Wild,0,0,"Direct contact, indirect contact","Direct contact, Airbone",Droplets,"Blood, nasal secretions, ocular secretions, saliva, milk, urine and feces",,N,"Ovies aries
Capra hircus",Narrow,1,1,RNA,SS,400-500,enveloped,FALSE,15948,Lymph nodes,Macrophages,Lymphocytes B and T,Membrane fusion,"SLAM (CD150)
nectin-4","SLAM_activated T and B lymphocytes, dendritic cells and macrophages
nectin-4_epithelial cells",Days or weeks,Transient,,y,"Epithelial, lymphoid cells","Lymphoid, GI, Respiratory",3-6d,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4238/gmr.15027783,Xia J,2016,,,2015,"Bazhou, Xinjiang, China",38 ibexes (including young and adult ibexes) died within a 2-month period in 2015 from PPR in Xinjiang,,,,,,,,,,,
Peste des Petits Ruminants virus,Mononegavirales,Paramyxoviridae,Morbillivirus,0,China,D-W,Domestic small ruminants,"Capra ibex (Capra ibex sibirica), argali (Ovis ammon), Goitered gazelle (Gazella subgutturosa)",Wild,0,0,"Direct contact, indirect contact","Direct contact, Airbone",Droplets,"Blood, nasal secretions, ocular secretions, saliva, milk, urine and feces",,N,"Ovies aries
Capra hircus",Narrow,1,1,RNA,SS,400-500,enveloped,FALSE,15948,Lymph nodes,Macrophages,Lymphocytes B and T,Membrane fusion,"SLAM (CD150)
nectin-4","SLAM_activated T and B lymphocytes, dendritic cells and macrophages
nectin-4_epithelial cells",Days or weeks,Transient,,y,"Epithelial, lymphoid cells","Lymphoid, GI, Respiratory",3-6d,,,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1111/tbed.12600,Li J,2017,,,2013 - 2016,"Xinjiang, China",,,,,,,,,,,,
Peste des Petits Ruminants virus,Mononegavirales,Paramyxoviridae,Morbillivirus,0,,D-W,Domestic small ruminants,"Dorcas gazelles (Gazella dorcas), Thomson’s
gazelles (Gazella thomsoni) ",Wild,0,0,"Direct contact, indirect contact","Direct contact, Airbone",Droplets,"Blood, nasal secretions, ocular secretions, saliva, milk, urine and feces",,N,"Ovies aries
Capra hircus",Narrow,1,1,RNA,SS,400-500,enveloped,FALSE,15948,Lymph nodes,Macrophages,Lymphocytes B and T,Membrane fusion,"SLAM (CD150)
nectin-4","SLAM_activated T and B lymphocytes, dendritic cells and macrophages
nectin-4_epithelial cells",Days or weeks,Transient,,y,"Epithelial, lymphoid cells","Lymphoid, GI, Respiratory",3-6d,,,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1111/j.1439-0450.2004.00731.x,Elzein EM,2004,,,"Mar, 2002", Saudi Arabia ,,,,,,,,,,,,
Peste des Petits Ruminants virus,Mononegavirales,Paramyxoviridae,Morbillivirus,0,,D-W,Domestic small ruminants,Sindh Ibex (Capra aegagrus blythi),Wild,0,0,"Direct contact, indirect contact","Direct contact, Airbone",Droplets,"Blood, nasal secretions, ocular secretions, saliva, milk, urine and feces",,N,"Ovies aries
Capra hircus",Narrow,1,1,RNA,SS,400-500,enveloped,FALSE,15948,Lymph nodes,Macrophages,Lymphocytes B and T,Membrane fusion,"SLAM (CD150)
nectin-4","SLAM_activated T and B lymphocytes, dendritic cells and macrophages
nectin-4_epithelial cells",Days or weeks,Transient,,y,"Epithelial, lymphoid cells","Lymphoid, GI, Respiratory",3-6d,,,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,10.1007/s11250-010-9776-y,Abubakar M,2011,,,2009,"Sindh, Pakistan",,,,,,,,,,,,
Nipah virus,Mononegavirales,Paramyxoviridae,Henipavirus,1,,W-D,Flying fox (wildlife reservoir),Domestic pigs,Domestic,0,0,"Direct contact, indirect contact","Direct contact, Fomite, Airbone, Oral","Droplets, contact with body fluids, contact with excretions, food","Nasal secretions, saliva, blood",,N,"Bats (Pteropus vampyrus
Pteropus hypomelanus), pigs, humans",Broad,3,3,RNA,SS,120-500,enveloped,FALSE,18246,Respiratory tract epithelium,Lung epithelial cells,endothelium ,Membrane fusion,"Ephrin B2
Ephrin B3","Neurons, smooth muscle, arterial endothelial cells and capillaries",Weeks,"persistently, transient",Medium,y,"Bronchiolar epithelium cells, neurons","CNS, respiratory",1-2w,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1098/rsif.2011.0223,Pulliam JR,2012,dual use of agricultural land and increases in production,,,Malaysia,,,,,,,,,,,,
Bovine-like CoVs,Nidovirales,Coronaviridae,Coronavirus,0,Bovine coronavirus,D-W,Domestic cattle,"sambar deer (Cervus unicolor), waterbuck (Kobus ellipsiprymnus), sable antelope
(Hippotragus niger)",Wild,0,0,Indirect contact,"Airbone, Oral","Fecal-oral route, aerosols, droplets","Feces, droplets, aerosols",,N,"cattle, dogs,
turkey poults, humans, captive or wild ruminants (Sambar deer, waterbuck, giraffe, and white-tailed deer, South
American camelids)",Broad,4,7,RNA,SS,,enveloped,FALSE,31028,epithelial cells of the upper respiratory and intestinal tracts,,,,N-acetyl-9-O-acetyl neuraminic acid,,Days,"Transient, intermittently",Low,,"epithelial cells of the upper respiratory and intestinal tracts, lung","Respiratory, GI",,,Fenner's Veterinary Virology,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1128/JVI.01586-08,Alekseev KP,2008,"the CWR bovine-like CoVs may have
recently split from BCoVs and at the time of isolation were still in the process of adaptation to the new hosts",,"1993, 1994, 2003","Ohio, US",,,,,,,,,,,,
Swine acute diarrhea syndrome coronavirus (SADS CoV),Nidovirales,Coronaviridae,Alphacoronavirus,NA,"Bat HKU2-CoV, China",W-D,"horseshoe bats (Rhinolophus
spp.)",Domestic pigs,Domestic,0,0,Indirect contact,"Oral, Fomite","Fecal-oral, contaminated feed, ingredients, transportation trucks/trailers, environment",Feces,,N,"pigs, horseshoe bats (Rhinolophus spp.) ",Narrow,2,2,RNA,SS,,enveloped,FALSE,"27,173",epithelial cells of intestine,,,,,,,Transient,Variable,,,"intestine, heart, liver, spleen, kidneys, stomach, and lungs,",,https://www.sciencedirect.com/science/article/pii/S1879625718301160?via%3Dihub,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10.1038/s41586-018-0010-9,Zhou P,2018,"It is possible that the presence of PEDV early in the SADS-CoV outbreak may have
somehow facilitated or enhanced spillover and amplification of SADS; The farm location is very close to the location of the first known index case of SARS in 2002.      (PEDV, a coronavirus had caused prior outbreaks at this farm, and was detected in the intestines of deceased piglets at the start of the outbreak)",,2016-2017,"Guangdong, China",,,,,,,,,,,,
Porcine astrovirus,Stellavirales,Astroviridae,Mamastrovirus,0," Porcine astrovirus 4, USA",D-W,"humans, mink, cattle, and sheep?",Wild boar,Wild,1,0,Indirect contact,Oral,Fecal-oral,Feces,,N,Pigs,Narrow,1,1,RNA,SS,28–33,non-enveloped,FALSE,6479.25,,,,,,,Days,Transient,High,,,"GI, CNS",1–4days,https://www.vetmed.umn.edu/sites/vetmed.umn.edu/files/shmp_2018l19.5_porcine_astrovirus_overview_-_science_page.pdf,Fenner's Veterinary Virology,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1007/s00705-012-1272-4,Reuter G,2012, the first detection of astrovirus from fecal specimens of wild boars (Sus scrofa),,April 2011,southwestern Hungary,Captive breeding of wild boars without contact with domestic pigs in an animal park,,,,,,,,,,,
Hepatitis E Virus,Hepelivirales,Hepeviridae,Hepevirus,1,,"W-D, D-W","Wild boars, hybrid wild boars",Domestic pigs,Domestic,0,0,"Direct contact, indirect contact","Direct contact, Reproductive, Oral","contaminated raw meat, fecal-oral route, contamination of water or food, blood transfusion, transplacental",Feces,1,N,"Human, pigs, deer, non-human primates, rabbits, ferrets, rodents",Broad,5,N,RNA,SS,27–34,non-enveloped,FALSE,1874,intestine,,"small intestine, lymph nodes, colon, and liver ",Clathrin-mediated endocytosis,"HSGPs, GRP78, ASGPR, ATP5B, Integrin α3",,,,Low,,hepatocytes,"small intestine, lymph nodes, colon, liver, kidney, neural, placenta",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6832200/,https://www.ias.ac.in/article/fulltext/jbsc/033/04/0451-0464,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.3390/v8080236,Jori F,2016,"Hybrid wild boars seem to play an intermediate role in this dissemination of HEV and perhaps other pathogens between populations of domestic pigs and wild
boars",,2009-2013,"Corsica, France",,,,,,,,,,,,
Hepatitis E virus,Hepelivirales,Hepeviridae,Hepevirus,1,Corsica,"D-W, W-D",Wild boars,Domestic pigs,Domestic,0,0,"Direct contact, indirect contact","Direct contact, Reproductive, Oral","contaminated raw meat, fecal-oral route, contamination of water or food, blood transfusion, transplacental",Feces,1,N,"Human, pigs, deer, non-human primates, rabbits, ferrets, rodents",Broad,5,N,RNA,SS,27–34,non-enveloped,FALSE,1874,intestine,," small intestine, lymph nodes, colon, and liver ",Clathrin-mediated endocytosis,"HSGPs, GRP78, ASGPR, ATP5B, Integrin α3",,,,Low,,hepatocytes,"small intestine, lymph nodes, colon, liver, kidney, neural, placenta",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6832200/,https://www.ias.ac.in/article/fulltext/jbsc/033/04/0451-0464,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3201/eid2212.160612,Pavio N,2016,,,,"Corsica, France",,,,,,,,,,,,
Hepatitis E Virus,Hepelivirales,Hepeviridae,Hepevirus,1,HEV-3f,W-D,Wild boars,Domestic pigs,Domestic,0,0,"Direct contact, indirect contact","Direct contact, Reproductive, Oral","contaminated raw meat, fecal-oral route, contamination of water or food, blood transfusion, transplacental",Feces,1,N,"Human, pigs, deer, non-human primates, rabbits, ferrets, rodents",Broad,5,N,RNA,SS,27–34,non-enveloped,FALSE,1874,intestine,," small intestine, lymph nodes, colon, and liver ",Clathrin-mediated endocytosis,"HSGPs, GRP78, ASGPR, ATP5B, Integrin α3",,,,Low,,hepatocytes,"small intestine, lymph nodes, colon, liver, kidney, neural, placenta",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6832200/,https://www.ias.ac.in/article/fulltext/jbsc/033/04/0451-0464,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1111/tbed.12435,Thiry D,2017, Wild boar can be considered as a host reservoir of the virus in Belgium. the low prevalence in deer makes these species an unlikely reservoir;         (human processes and consumes raw pork liver; hybrid wild boars; extensive pig farming),Wild boars,Sept 2010 - Feb 2011,"Walloon Region, Belgium",,,,,,,,,,,,
Hepatitis E virus,Hepelivirales,Hepeviridae,Hepevirus,1,HEV-3,W-D,"Norway rats (Rattus
norvegicus)",Domestic pigs,Domestic,0,0,"Direct contact, indirect contact","Direct contact, Reproductive, Oral","contaminated raw meat, fecal-oral route, contamination of water or food, blood transfusion, transplacental",Feces,1,N,"Human, pigs, deer, non-human primates, rabbits, ferrets, rodents",Broad,5,N,RNA,SS,27–34,non-enveloped,FALSE,1874,intestine,," small intestine, lymph nodes, colon, and liver ",Clathrin-mediated endocytosis,"HSGPs, GRP78, ASGPR, ATP5B, Integrin α3",,,,Low,,hepatocytes,"small intestine, lymph nodes, colon, liver, kidney, neural, placenta",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6832200/,https://www.ias.ac.in/article/fulltext/jbsc/033/04/0451-0464,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1186/1756-0500-5-4,Kanai Y,2012,,,,Japan,"10 of the 56 (17.9%) rats captured around a pig farm were positive for HEV genotype 3, and they were carrying infectious viruses. ",,,,,,,,,,,
Hepatitis E virus,Hepelivirales,Hepeviridae,Hepevirus,1,Japan,D-W,Domestic pigs,Mongoose,Wild,0,0,"Direct contact, indirect contact","Direct contact, Reproductive, Oral","contaminated raw meat, fecal-oral route, contamination of water or food, blood transfusion, transplacental",Feces,1,N,"Human, pigs, deer, non-human primates, rabbits, ferrets, rodents",Broad,5,N,RNA,SS,27–34,non-enveloped,FALSE,1874,intestine,," small intestine, lymph nodes, colon, and liver ",Clathrin-mediated endocytosis,"HSGPs, GRP78, ASGPR, ATP5B, Integrin α3",,,,Low,,hepatocytes,"small intestine, lymph nodes, colon, liver, kidney, neural, placenta",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6832200/,https://www.ias.ac.in/article/fulltext/jbsc/033/04/0451-0464,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1292/jvms.11-0520,Nidaira M,2012,Pig farm type not sure,,"2004-2005, 2007-2008","Okinawa Island, Japan",,,,,,,,,,,,
Hepatitis E virus,Hepelivirales,Hepeviridae,Hepevirus,1,Europe,D-W,Domestic pigs,Wild boars,Wild,0,0,"Direct contact, indirect contact","Direct contact, Reproductive, Oral","contaminated raw meat, fecal-oral route, contamination of water or food, blood transfusion, transplacental",Feces,1,N,"Human, pigs, deer, non-human primates, rabbits, ferrets, rodents",Broad,5,N,RNA,SS,27–34,non-enveloped,FALSE,1874,intestine,," small intestine, lymph nodes, colon, and liver ",Clathrin-mediated endocytosis,"HSGPs, GRP78, ASGPR, ATP5B, Integrin α3",,,,Low,,hepatocytes,"small intestine, lymph nodes, colon, liver, kidney, neural, placenta",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6832200/,https://www.ias.ac.in/article/fulltext/jbsc/033/04/0451-0464,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.meegid.2013.06.004,Nakano T,2013,Pig farm type not sure,,2008 - 2012,"Mie, Japan","import of a breed of
large-race pigs from Europe since the 1960s may be responsible
for the introduction of subtype 3e isolates to Japan ",,,,,,,,,,,
Hepatitis E virus,Hepelivirales,Hepeviridae,Hepevirus,1,Spain,D-W,Domestic pigs,Wild boars,Wild,0,0,"Direct contact, indirect contact","Direct contact, Reproductive, Oral","contaminated raw meat, fecal-oral route, contamination of water or food, blood transfusion, transplacental",Feces,1,N,"Human, pigs, deer, non-human primates, rabbits, ferrets, rodents",Broad,5,N,RNA,SS,27–34,non-enveloped,FALSE,1874,intestine,," small intestine, lymph nodes, colon, and liver ",Clathrin-mediated endocytosis,"HSGPs, GRP78, ASGPR, ATP5B, Integrin α3",,,,Low,,hepatocytes,"small intestine, lymph nodes, colon, liver, kidney, neural, placenta",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6832200/,https://www.ias.ac.in/article/fulltext/jbsc/033/04/0451-0464,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1016/j.vetmic.2007.11.002,de Deus N,2008,,,2000-2005,Spain,,,,,,,,,,,,
Hepatitis E virus,Hepelivirales,Hepeviridae,Hepevirus,1,"Serbia, Hungary",D-W,Domestic pigs,Wild boars,Wild,0,0,"Direct contact, indirect contact","Direct contact, Reproductive, Oral","contaminated raw meat, fecal-oral route, contamination of water or food, blood transfusion, transplacental",Feces,1,N,"Human, pigs, deer, non-human primates, rabbits, ferrets, rodents",Broad,5,N,RNA,SS,27–34,non-enveloped,FALSE,1874,intestine,," small intestine, lymph nodes, colon, and liver ",Clathrin-mediated endocytosis,"HSGPs, GRP78, ASGPR, ATP5B, Integrin α3",,,,Low,,hepatocytes,"small intestine, lymph nodes, colon, liver, kidney, neural, placenta",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6832200/,https://www.ias.ac.in/article/fulltext/jbsc/033/04/0451-0464,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1007/s12560-015-9193-5,Prpić J,2015,,,2008-2009,Croatia,,,,,,,,,,,,
Hepatitis E virus,Hepelivirales,Hepeviridae,Hepevirus,1,Europe,D-W,Domestic pigs,Wild boars,Wild,0,0,"Direct contact, indirect contact","Direct contact, Reproductive, Oral","contaminated raw meat, fecal-oral route, contamination of water or food, blood transfusion, transplacental",Feces,1,N,"Human, pigs, deer, non-human primates, rabbits, ferrets, rodents",Broad,5,N,RNA,SS,27–34,non-enveloped,FALSE,1874,intestine,," small intestine, lymph nodes, colon, and liver ",Clathrin-mediated endocytosis,"HSGPs, GRP78, ASGPR, ATP5B, Integrin α3",,,,Low,,hepatocytes,"small intestine, lymph nodes, colon, liver, kidney, neural, placenta",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6832200/,https://www.ias.ac.in/article/fulltext/jbsc/033/04/0451-0464,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1186/s12879-019-3906-6,Jemeršić L,2019,,,2010 - 2017 ,Croatia,,,,,,,,,,,,
Hepatitis E virus,Hepelivirales,Hepeviridae,Hepevirus,1,Russia,D-W,Domestic pigs,Wild boars,Wild,0,0,"Direct contact, indirect contact","Direct contact, Reproductive, Oral","contaminated raw meat, fecal-oral route, contamination of water or food, blood transfusion, transplacental",Feces,1,N,"Human, pigs, deer, non-human primates, rabbits, ferrets, rodents",Broad,5,N,RNA,SS,27–34,non-enveloped,FALSE,1874,intestine,," small intestine, lymph nodes, colon, and liver ",Clathrin-mediated endocytosis,"HSGPs, GRP78, ASGPR, ATP5B, Integrin α3",,,,Low,,hepatocytes,"small intestine, lymph nodes, colon, liver, kidney, neural, placenta",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6832200/,https://www.ias.ac.in/article/fulltext/jbsc/033/04/0451-0464,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1007/s12560-015-9210-8,Ivanova A,2015,,,2013,Estonia,,,,,,,,,,,,
Hepatitis E virus,Hepelivirales,Hepeviridae,Hepevirus,1,,W-D,"Wild boars, red deer",Iberian pigs,Domestic,0,0,"Direct contact, indirect contact","Direct contact, Reproductive, Oral","contaminated raw meat, fecal-oral route, contamination of water or food, blood transfusion, transplacental",Feces,1,N,"Human, pigs, deer, non-human primates, rabbits, ferrets, rodents",Broad,5,N,RNA,SS,27–34,non-enveloped,FALSE,1874,intestine,," small intestine, lymph nodes, colon, and liver ",Clathrin-mediated endocytosis,"HSGPs, GRP78, ASGPR, ATP5B, Integrin α3",,,,Low,,hepatocytes,"small intestine, lymph nodes, colon, liver, kidney, neural, placenta",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6832200/,https://www.ias.ac.in/article/fulltext/jbsc/033/04/0451-0464,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1111/tbed.12311,Kukielka D,2016,,,2003-2010,Spain,,,,,,,,,,,,
